"","id","lu_mgt","et_check","eplant_check","sw_check","cn_check","et","eplant","esoil","cn","sw_final"
"252",306,"field_306_lum_306_1","et < 98% precip","eplant < esoil",NA,NA,504.773,214.873,281.962,73.212,231.851
"253",307,"field_307_lum_307_1","et < 98% precip",NA,NA,NA,497.588,271.954,210.094,78.586,197.242
"254",308,"field_308_lum_308_1",NA,"eplant < esoil",NA,NA,487.23,228.702,247.512,72.989,199.043
"255",309,"field_309_lum_309_1",NA,"eplant < esoil",NA,NA,486.22,183.303,294.316,51.881,178.02
"256",313,"field_313_lum_313_1",NA,"eplant < esoil",NA,NA,481.283,193.457,278.226,51.742,199.663
"257",314,"alfa_lum_314_1","et < 98% precip",NA,NA,NA,500.307,264.02,190.356,37.957,70.388
"258",315,"field_315_lum_315_1",NA,"eplant < esoil",NA,NA,478.136,220.092,247.894,51.688,75.156
"259",317,"field_317_lum_317_1",NA,"eplant < esoil",NA,NA,490.961,222.924,257.472,63.957,69.162
"260",318,"field_318_lum_318_1","et < 98% precip","eplant < esoil",NA,NA,498.718,239.182,250.586,63.967,80.938
"261",319,"field_319_lum_319_1",NA,"eplant < esoil",NA,NA,488.679,177.688,303.28,73.065,119.734
"262",320,"field_320_lum_320_1","et < 98% precip","eplant < esoil",NA,NA,514.851,222.605,281.912,78.911,112.262
"263",321,"field_321_lum_321_1",NA,"eplant < esoil",NA,NA,491.34,231.599,248.14,73.014,181.639
"264",322,"field_322_lum_322_1","et < 98% precip",NA,NA,NA,515.017,287.07,205.984,72.972,155.226
"265",324,"field_324_lum_324_1",NA,"eplant < esoil",NA,NA,460.616,140.844,309.084,73.542,212.6
"266",325,"field_325_lum_325_1",NA,"eplant < esoil",NA,NA,475.902,208.624,258.671,64.358,217.365
"267",326,"field_326_lum_326_1",NA,"eplant < esoil",NA,NA,477.098,142.423,317.107,78.037,127.983
"268",327,"alfa_lum_327_1","et < 98% precip",NA,NA,NA,497.91,261.771,190.225,43.274,70.131
"269",328,"field_328_lum_328_1",NA,"eplant < esoil",NA,NA,484.415,225.473,250.962,72.984,106.656
"270",329,"field_329_lum_329_1",NA,"eplant < esoil",NA,NA,481.285,183.177,289.662,74.16,113.273
"271",330,"fesc_lum_330_1","et < 98% precip",NA,NA,NA,522.614,362.443,84.247,55.503,68.617
"272",331,"field_331_lum_331_1",NA,"eplant < esoil",NA,NA,489.11,179.398,297.166,64.271,191.092
"273",332,"field_332_lum_332_1","et < 98% precip","eplant < esoil",NA,NA,497.538,147.286,332.226,76.713,129.955
"274",333,"field_333_lum_333_1","et < 98% precip","eplant < esoil",NA,NA,497.996,203.398,284.45,76.519,77.11
"275",334,"field_334_lum_334_1",NA,"eplant < esoil",NA,NA,495.378,187.383,294.346,64.231,203.86
"276",335,"field_335_lum_335_1",NA,"eplant < esoil",NA,NA,494.826,231.529,253.147,66.574,72.014
"277",336,"field_336_lum_336_1",NA,"eplant < esoil",NA,NA,490.447,148.893,323.556,67.188,154.193
"278",338,"field_338_lum_338_1",NA,"eplant < esoil",NA,NA,485.508,226.973,250.092,77.548,126.303
"279",340,"alfa_lum_340_1","et < 98% precip",NA,NA,NA,537.781,295.671,194.597,54.926,164.621
"280",341,"alfa_lum_341_1","et < 98% precip",NA,NA,NA,536.89,293.307,196.187,54.937,175.962
"281",342,"field_342_lum_342_1",NA,"eplant < esoil",NA,NA,491.454,227.179,251.268,72.916,74.467
"282",343,"field_343_lum_343_1","et < 98% precip",NA,NA,NA,504.915,268.22,226.106,64.073,69.975
"283",344,"field_344_lum_344_1","et < 98% precip",NA,NA,NA,498.286,257.751,225.503,63.952,88.842
"284",346,"field_346_lum_346_1",NA,"eplant < esoil",NA,NA,489.046,199.393,279.542,51.725,161.792
"285",347,"field_347_lum_347_1",NA,"eplant < esoil",NA,NA,491.047,196.342,284.626,51.752,68.444
"286",348,"field_348_lum_348_1",NA,"eplant < esoil",NA,NA,491.568,197.051,284.602,51.742,67.813
"287",349,"field_349_lum_349_1","et < 98% precip",NA,NA,NA,495.17,241.534,233.279,51.462,69.888
"288",351,"field_351_lum_351_1",NA,"eplant < esoil",NA,NA,485.526,222.053,250.629,63.962,86.227
"289",352,"field_352_lum_352_1",NA,"eplant < esoil",NA,NA,476.426,192.491,276.953,51.747,108.197
"290",353,"field_353_lum_353_1",NA,"eplant < esoil",NA,NA,491.521,214.869,259.442,51.65,132.153
"291",354,"field_354_lum_354_1",NA,"eplant < esoil",NA,NA,492.654,209.781,265.826,55.607,142.639
"292",355,"field_355_lum_355_1",NA,"eplant < esoil",NA,NA,475.904,214.05,244.715,51.634,103.636
"293",356,"field_356_lum_356_1",NA,"eplant < esoil",NA,NA,489.493,177.879,301.2,51.623,128.449
"294",357,"field_357_lum_357_1",NA,"eplant < esoil",NA,NA,491.575,197.198,284.484,51.613,72.092
"295",358,"field_358_lum_358_1",NA,"eplant < esoil",NA,NA,492.392,202.375,276.289,51.731,69.675
"296",359,"field_359_lum_359_1",NA,"eplant < esoil",NA,NA,493.284,213.461,264.558,51.656,73.67
"297",360,"field_360_lum_360_1",NA,"eplant < esoil",NA,NA,486.225,207.942,270.158,51.876,192.443
"298",362,"field_362_lum_362_1",NA,"eplant < esoil",NA,NA,471.23,171.902,291.836,51.79,69.468
"299",363,"field_363_lum_363_1",NA,"eplant < esoil",NA,NA,489.537,239.406,239.712,51.645,120.24
"300",364,"field_364_lum_364_1",NA,"eplant < esoil",NA,NA,477.764,222.873,242.164,51.639,104.686
"301",365,"field_365_lum_365_1",NA,"eplant < esoil",NA,NA,473.463,190.232,276.106,51.779,151.446
"302",366,"field_366_lum_366_1",NA,"eplant < esoil",NA,NA,468.132,167.073,294.775,51.838,140.052
"303",367,"field_367_lum_367_1",NA,"eplant < esoil",NA,NA,490.552,189.764,294.943,51.704,148.514
"304",368,"field_368_lum_368_1",NA,"eplant < esoil",NA,NA,493.632,213.964,273.016,51.779,66.792
"305",369,"field_369_lum_369_1",NA,"eplant < esoil",NA,NA,485.472,194.857,282.826,64.058,67.225
"306",370,"field_370_lum_370_1",NA,"eplant < esoil",NA,NA,480.719,225.332,242.35,51.618,108.498
"307",371,"field_371_lum_371_1",NA,"eplant < esoil",NA,NA,471.199,201.202,259.732,51.72,139.408
"308",372,"field_372_lum_372_1","et < 98% precip","eplant < esoil",NA,NA,494.623,227.586,249.95,51.672,71.059
"309",373,"field_373_lum_373_1","et < 98% precip","eplant < esoil",NA,NA,494.086,224.417,252.877,51.672,73.092
"310",374,"field_374_lum_374_1","et < 98% precip","eplant < esoil",NA,NA,502.44,224.519,265.791,77.268,178.185
"311",375,"field_375_lum_375_1",NA,"eplant < esoil",NA,NA,494.616,196.349,288.281,77.609,72.658
"312",376,"fesc_lum_376_1","et < 98% precip",NA,NA,NA,506.942,346.53,84.924,41.968,69.018
"313",377,"field_377_lum_377_1",NA,"eplant < esoil",NA,NA,494.925,236.027,248.484,64.023,132.665
"314",378,"field_378_lum_378_1",NA,"eplant < esoil",NA,NA,496.32,229.497,256.893,64.073,169.422
"315",379,"field_379_lum_379_1",NA,"eplant < esoil",NA,NA,470.581,191.642,273.649,85.325,115.64
"316",380,"field_380_lum_380_1",NA,"eplant < esoil",NA,NA,491.7,218.13,260.741,68.146,154.275
"317",381,"field_381_lum_381_1",NA,"eplant < esoil",NA,NA,487.326,191.436,285.682,64.297,150.318
"318",382,"field_382_lum_382_1",NA,"eplant < esoil",NA,NA,485.405,205.74,268.669,78.326,176.73
"319",384,"field_384_lum_384_1",NA,"eplant < esoil",NA,NA,463.388,170.624,283.515,85.37,238.225
"320",385,"field_385_lum_385_1","et < 98% precip","eplant < esoil",NA,NA,511.881,244.599,256.61,79.032,187.335
"321",386,"field_386_lum_386_1",NA,"eplant < esoil",NA,NA,475.016,212.595,253.695,64.352,189.909
"322",387,"field_387_lum_387_1",NA,"eplant < esoil",NA,NA,459.993,223.25,227.459,81.393,182.89
"323",388,"field_388_lum_388_1",NA,"eplant < esoil",NA,NA,471.847,189.595,268.311,51.779,124.442
"324",389,"field_389_lum_389_1",NA,"eplant < esoil",NA,NA,474.929,199.965,264.71,51.736,119.262
"325",390,"field_390_lum_390_1",NA,"eplant < esoil",NA,NA,488.43,221.436,256.17,77.184,134.706
"326",391,"field_391_lum_391_1",NA,"eplant < esoil",NA,NA,485.134,209.463,265.395,77.499,129.121
"327",393,"field_393_lum_393_1",NA,"eplant < esoil",NA,NA,476.793,209.003,258.439,51.709,121.426
"328",394,"field_394_lum_394_1",NA,"eplant < esoil",NA,NA,470.477,189.985,273.586,51.795,127.34
"329",396,"field_396_lum_396_1",NA,"eplant < esoil",NA,NA,484.124,203.699,272.713,51.785,151.886
"330",397,"field_397_lum_397_1",NA,"eplant < esoil",NA,NA,477.226,156.014,312.063,51.903,189.305
"331",398,"field_398_lum_398_1","et < 98% precip","eplant < esoil",NA,NA,504.206,192.934,303.191,49.291,165.555
"332",402,"field_402_lum_402_1",NA,"eplant < esoil",NA,NA,493.046,236.947,248.503,64.119,116.037
"333",403,"field_403_lum_403_1",NA,"eplant < esoil",NA,NA,492.984,212.394,273.771,66.912,118.641
"334",404,"field_404_lum_404_1",NA,"eplant < esoil",NA,NA,495.536,224.241,259.294,51.822,129.053
"335",405,"field_405_lum_405_1",NA,"eplant < esoil",NA,NA,464.479,193.215,259.78,88.023,90.82
"336",406,"field_406_lum_406_1","et < 98% precip",NA,NA,NA,496.445,254.439,229.331,63.886,94.263
"337",407,"field_407_lum_407_1","et < 98% precip",NA,NA,NA,502.695,251.731,241.646,64.043,222.812
"338",408,"field_408_lum_408_1","et < 98% precip",NA,NA,NA,495.557,279.963,198.349,63.875,125.688
"339",410,"field_410_lum_410_1",NA,"eplant < esoil",NA,NA,487.693,204.542,278.006,77.506,90.595
"340",411,"fesc_lum_411_1","et < 98% precip",NA,NA,NA,532.139,360.142,97.391,66.816,72.618
"341",412,"field_412_lum_412_1",NA,"eplant < esoil",NA,NA,491.865,204.755,279.708,72.997,119.1
"342",413,"field_413_lum_413_1",NA,"eplant < esoil",NA,NA,489.409,182.561,300.695,79.49,67.843
"343",414,"field_414_lum_414_1",NA,"eplant < esoil",NA,NA,492.542,228.998,248.59,72.716,68.154
"344",415,"field_415_lum_415_1","et < 98% precip","eplant < esoil",NA,NA,496.454,236.779,244.119,51.532,68.07
"345",416,"field_416_lum_416_1","et < 98% precip","eplant < esoil",NA,NA,504.691,197.699,299.802,49.264,133.555
"346",417,"field_417_lum_417_1","et < 98% precip","eplant < esoil",NA,NA,505.152,240.658,257.437,78.379,114.368
"347",418,"field_418_lum_418_1",NA,"eplant < esoil",NA,NA,481.09,180.694,295.424,78.639,99.501
"348",419,"field_419_lum_419_1",NA,"eplant < esoil",NA,NA,489.202,209.309,271.293,56.5,102.965
"349",420,"field_420_lum_420_1",NA,"eplant < esoil",NA,NA,482.52,201.383,274.891,78.382,102.983
"350",422,"field_422_lum_422_1",NA,"eplant < esoil",NA,NA,488.105,196.86,283.444,78.548,112.183
"351",423,"field_423_lum_423_1",NA,"eplant < esoil",NA,NA,489.952,193.142,289.873,78.069,136.296
"352",424,"field_424_lum_424_1",NA,"eplant < esoil",NA,NA,482.852,194.791,282.059,78.346,113.736
"353",425,"field_425_lum_425_1",NA,"eplant < esoil",NA,NA,483.28,226.271,248.02,78.529,77.131
"354",426,"field_426_lum_426_1","et < 98% precip","eplant < esoil",NA,NA,509.691,234.551,269.051,72.958,109.245
"355",427,"field_427_lum_427_1",NA,"eplant < esoil",NA,NA,472.433,185.15,279.918,58.131,142.661
"356",428,"field_428_lum_428_1",NA,"eplant < esoil",NA,NA,476.159,223.722,243.201,51.693,122.107
"357",429,"field_429_lum_429_1",NA,"eplant < esoil",NA,NA,472.683,210.291,253.145,51.661,154.834
"358",430,"field_430_lum_430_1",NA,"eplant < esoil",NA,NA,485.193,157.816,317.817,69.396,154.221
"359",431,"field_431_lum_431_1",NA,"eplant < esoil",NA,NA,483.017,191.319,281.174,78.184,159.552
"360",433,"field_433_lum_433_1",NA,"eplant < esoil",NA,NA,484.689,229.104,245.188,64.083,203.363
"361",434,"field_434_lum_434_1","et < 98% precip","eplant < esoil",NA,NA,501.158,198.826,292.48,56.878,80.475
"362",435,"alfa_lum_435_1","et < 98% precip",NA,NA,"cn < 35",575.024,317.394,210.636,12.094,165.559
"363",438,"fesc_lum_438_1","et < 98% precip",NA,NA,NA,513.859,349.235,89.808,61.292,73.111
"364",439,"fesc_lum_439_1","et < 98% precip",NA,NA,NA,506.989,345.562,87.184,63.464,65.572
"365",440,"alfa_lum_440_1","et < 98% precip",NA,NA,"cn < 35",598.554,334.719,217.157,12.097,274.227
"366",441,"alfa_lum_441_1","et < 98% precip",NA,NA,"cn < 35",501.92,266.584,187.97,12.294,72.032
"367",442,"field_442_lum_442_1",NA,"eplant < esoil",NA,NA,494.087,204.259,278.974,55.569,77.048
"368",446,"field_446_lum_446_1","et < 98% precip",NA,NA,NA,503.241,267.086,208.631,53.265,74.586
"369",447,"field_447_lum_447_1",NA,"eplant < esoil",NA,NA,483.397,168.826,303.774,56.86,129.295
"370",448,"field_448_lum_448_1",NA,"eplant < esoil",NA,NA,467.35,178.205,280.24,51.774,118.631
"371",449,"field_449_lum_449_1",NA,"eplant < esoil",NA,NA,490.478,198.306,277.651,51.747,147.885
"372",450,"field_450_lum_450_1","et < 98% precip","eplant < esoil",NA,NA,495.753,226.748,257.538,51.715,83.071
"373",451,"field_451_lum_451_1",NA,"eplant < esoil",NA,NA,488.29,169.514,306.353,51.887,167.783
"374",452,"field_452_lum_452_1",NA,"eplant < esoil",NA,NA,474.622,194.918,265.65,51.688,102.908
"375",454,"field_454_lum_454_1",NA,"eplant < esoil",NA,NA,489.297,178.086,303.95,54.939,177.42
"376",455,"field_455_lum_455_1",NA,"eplant < esoil",NA,NA,490.885,179.464,304,51.908,167.167
"377",457,"field_457_lum_457_1",NA,"eplant < esoil",NA,NA,487.928,234.336,244.886,51.79,168.52
"378",458,"field_458_lum_458_1",NA,"eplant < esoil",NA,NA,486.501,189.313,289.956,51.881,173.3
"379",459,"alfa_lum_459_1","et < 98% precip",NA,NA,"cn < 35",498.959,263.238,189.247,12.251,70.764
"380",460,"field_460_lum_460_1",NA,"eplant < esoil",NA,NA,492.496,213,270.821,51.779,149.338
"381",461,"field_461_lum_461_1",NA,"eplant < esoil",NA,NA,483.139,184.335,292.007,51.801,131.489
"382",462,"field_462_lum_462_1",NA,"eplant < esoil",NA,NA,494.852,212.103,275.188,51.822,127.992
"383",463,"field_463_lum_463_1",NA,"eplant < esoil",NA,NA,490.687,202.127,281.45,51.908,150.973
"384",464,"field_464_lum_464_1","et < 98% precip","eplant < esoil",NA,NA,495.44,243.385,243.457,51.682,81.756
"385",467,"field_467_lum_467_1",NA,"eplant < esoil",NA,NA,490.684,239.418,240.77,64.007,109.578
"386",468,"field_468_lum_468_1",NA,"eplant < esoil",NA,NA,485.352,181.503,296.412,64.266,110.312
"387",469,"field_469_lum_469_1",NA,"eplant < esoil",NA,NA,495.292,230.897,252.737,63.957,106.919
"388",471,"field_471_lum_471_1",NA,"eplant < esoil",NA,NA,495.754,238.523,245.519,54.846,75.996
"389",472,"frst_lum","et < 30% precip","eplant < esoil",NA,"cn < 35",44.713,16.269,24.834,31.6,186.908
"390",473,"field_473_lum_473_1",NA,"eplant < esoil",NA,NA,487.783,199.312,277.43,51.801,176.827
"391",474,"fesc_lum_474_1","et < 98% precip",NA,NA,NA,503.909,340.786,89.197,41.181,69.899
"392",476,"field_476_lum_476_1","et < 98% precip",NA,NA,NA,499.958,274.101,205.462,64.094,120.59
"393",478,"field_478_lum_478_1","et < 98% precip",NA,NA,NA,500.411,275.43,208.243,63.88,73.207
"394",480,"field_480_lum_480_1",NA,"eplant < esoil",NA,NA,492.65,217.712,265.497,51.709,110.223
"395",481,"field_481_lum_481_1","et < 98% precip",NA,NA,NA,582.983,306.333,265.86,51.747,225.02
"396",482,"fesc_lum_482_1","et < 98% precip",NA,NA,NA,544.323,379.714,89.841,41.421,148.445
"397",483,"field_483_lum_483_1",NA,"eplant < esoil",NA,NA,493.444,225.64,258.55,51.596,68.407
"398",484,"field_484_lum_484_1",NA,"eplant < esoil",NA,NA,480.244,222.785,244.388,78.181,170.046
"399",485,"field_485_lum_485_1","et < 98% precip",NA,NA,NA,499.152,259.657,216.617,51.333,73.246
"400",487,"field_487_lum_487_1",NA,"eplant < esoil",NA,NA,489.351,195.519,286.977,51.86,162.161
"401",488,"field_488_lum_488_1",NA,"eplant < esoil",NA,NA,495.144,232.631,249.022,51.613,133.761
"402",489,"field_489_lum_489_1",NA,"eplant < esoil",NA,NA,489.626,211.602,265.267,51.65,166.907
"403",490,"field_490_lum_490_1",NA,"eplant < esoil",NA,NA,493.648,225.03,259.963,51.693,72.632
"404",491,"alfa_lum_491_1","et < 98% precip",NA,NA,"cn < 35",502.305,264.428,190.925,12.247,71.988
"405",492,"alfa_lum_492_1","et < 98% precip",NA,NA,"cn < 35",502.017,264.173,190.513,12.571,70.023
"406",493,"field_493_lum_493_1",NA,"eplant < esoil",NA,NA,493.172,230.575,249.009,63.88,111.602
"407",494,"field_494_lum_494_1",NA,"eplant < esoil",NA,NA,494.337,231.921,242.615,51.564,110.708
"408",495,"field_495_lum_495_1",NA,"eplant < esoil",NA,NA,488.216,214.341,261.868,56.14,180.204
"409",496,"field_496_lum_496_1",NA,"eplant < esoil",NA,NA,465.688,155.768,298.719,51.838,130.787
"410",497,"alfa_lum_497_1","et < 98% precip",NA,NA,"cn < 35",500.815,262.797,190.707,12.249,69.793
"411",498,"alfa_lum_498_1","et < 98% precip",NA,NA,"cn < 35",500.954,263.896,190.102,12.246,70.013
"412",499,"field_499_lum_499_1",NA,"eplant < esoil",NA,NA,491.926,222.32,259.3,51.639,159.095
"413",500,"field_500_lum_500_1","et < 98% precip",NA,NA,NA,498.002,260.017,214.753,51.296,79.625
"414",501,"field_501_lum_501_1","et < 98% precip",NA,NA,NA,499.419,268.057,186.111,63.449,75.364
"415",502,"field_502_lum_502_1",NA,"eplant < esoil",NA,NA,489.673,188.897,293.15,51.768,133.275
"416",503,"field_503_lum_503_1","et < 98% precip","eplant < esoil",NA,NA,495.547,205.318,281.053,51.763,120.854
"417",504,"field_504_lum_504_1",NA,"eplant < esoil",NA,NA,491.207,172.652,308.081,51.822,149.303
"418",505,"field_505_lum_505_1","et < 98% precip",NA,NA,NA,499.659,255.234,221.817,51.333,71.966
"419",506,"field_506_lum_506_1",NA,"eplant < esoil",NA,NA,471.752,216.426,243.388,51.548,76.939
"420",507,"field_507_lum_507_1",NA,"eplant < esoil",NA,NA,473.806,206.993,250.736,51.537,76.42
"421",508,"field_508_lum_508_1","et < 98% precip",NA,NA,NA,497.484,258.975,214.908,51.403,71.288
"422",510,"field_510_lum_510_1",NA,"eplant < esoil",NA,NA,487.161,225.056,255.565,64.175,123.018
"423",511,"field_511_lum_511_1","et < 98% precip",NA,NA,NA,494.213,254.589,222.867,51.398,71.514
"424",514,"field_514_lum_514_1","et < 98% precip",NA,NA,NA,501.346,274.365,180.52,51.021,71.366
"425",516,"field_516_lum_516_1","et < 98% precip",NA,NA,NA,495.977,276.118,194.752,51.215,71.273
"426",517,"field_517_lum_517_1",NA,"eplant < esoil",NA,NA,489.099,222.645,256.458,51.639,118.875
"427",518,"field_518_lum_518_1","et < 98% precip","eplant < esoil",NA,NA,498.59,228.138,258.298,51.731,180.648
"428",520,"field_520_lum_520_1",NA,"eplant < esoil",NA,NA,495.843,234.657,247.517,77.722,75.611
"429",521,"field_521_lum_521_1",NA,"eplant < esoil",NA,NA,455.628,161.35,281.62,51.914,145.458
"430",522,"field_522_lum_522_1",NA,"eplant < esoil",NA,NA,494.316,236.323,249.366,64.155,152.879
"431",524,"field_524_lum_524_1",NA,"eplant < esoil",NA,NA,492.637,196.495,286.772,79.192,181.419
"432",525,"field_525_lum_525_1",NA,"eplant < esoil",NA,NA,485.993,177.399,298.013,51.983,192.996
"433",526,"field_526_lum_526_1",NA,"eplant < esoil",NA,NA,488.4,234.183,243.278,63.997,130.057
"434",527,"field_527_lum_527_1",NA,"eplant < esoil",NA,NA,467.747,211.051,239.341,64.063,73.75
"435",528,"field_528_lum_528_1",NA,"eplant < esoil",NA,NA,485.219,230.186,244.969,64.124,72.898
"436",529,"field_529_lum_529_1","et < 98% precip",NA,NA,NA,497.599,264.872,218.005,64.007,70.653
"437",530,"fesc_lum_530_1","et < 98% precip",NA,NA,NA,516.418,354.317,89.669,65.402,66.567
"438",531,"field_531_lum_531_1","et < 98% precip","eplant < esoil",NA,NA,521.451,237.282,272.287,64.152,255.591
"439",532,"field_532_lum_532_1",NA,"eplant < esoil",NA,NA,489.107,173.26,305.227,64.19,150.938
"440",533,"field_533_lum_533_1","et < 98% precip",NA,NA,NA,497.516,283.187,186.73,63.566,129.251
"441",534,"field_534_lum_534_1","et < 98% precip",NA,NA,NA,500.484,262.406,219.915,63.764,74.363
"442",535,"field_535_lum_535_1",NA,"eplant < esoil",NA,NA,490.461,182.491,301.777,64.195,174.458
"443",536,"field_536_lum_536_1","et < 98% precip",NA,NA,NA,509.486,285.269,206.354,63.774,70.334
"444",538,"field_538_lum_538_1","et < 98% precip",NA,NA,NA,500.96,274.943,206.661,63.738,67.481
"445",539,"field_539_lum_539_1","et < 98% precip",NA,NA,NA,500.381,278.38,199.607,63.855,78.837
"446",540,"field_540_lum_540_1","et < 98% precip",NA,NA,NA,499.595,267.423,216.292,51.414,84.499
"447",541,"field_541_lum_541_1","et < 98% precip",NA,NA,NA,499.391,263.807,220.067,51.489,80.118
"448",542,"field_542_lum_542_1",NA,"eplant < esoil",NA,NA,488.048,234.437,245.128,73.009,130.507
"449",543,"field_543_lum_543_1",NA,"eplant < esoil",NA,NA,494.52,233.829,249.956,51.489,72.71
"450",544,"field_544_lum_544_1",NA,"eplant < esoil",NA,NA,495.081,213.867,269.409,56.618,69.158
"451",545,"field_545_lum_545_1","et < 98% precip",NA,NA,NA,502.434,276.715,208.37,63.87,76.365
"452",547,"field_547_lum_547_1","et < 98% precip",NA,NA,NA,505.423,272.152,222.316,49.769,121.277
"453",548,"field_548_lum_548_1",NA,"eplant < esoil",NA,NA,471.991,190.28,276.022,51.795,135.869
"454",549,"fesc_lum_549_1","et < 98% precip",NA,NA,NA,504.64,345.604,88.563,61.391,72.952
"455",550,"field_550_lum_550_1","et < 98% precip",NA,NA,NA,506.092,270.327,221.146,81.992,126.771
"456",551,"field_551_lum_551_1",NA,"eplant < esoil",NA,NA,483.463,162.712,315.294,57.644,139.322
"457",552,"field_552_lum_552_1","et < 98% precip","eplant < esoil",NA,NA,504.314,187.89,310.444,50.027,122.363
"458",554,"field_554_lum_554_1",NA,"eplant < esoil",NA,NA,469.679,152.271,308.898,51.833,173.436
"459",555,"field_555_lum_555_1",NA,"eplant < esoil",NA,NA,479.134,199.022,272.85,77.591,109.779
"460",558,"field_558_lum_558_1","et < 98% precip",NA,NA,NA,502.152,270.87,184.831,63.439,73.546
"461",562,"field_562_lum_562_1",NA,"eplant < esoil",NA,NA,488.836,208.621,274.093,64.205,147.793
"462",564,"alfa_lum_564_1","et < 98% precip",NA,NA,NA,501.874,264.918,189.484,38.07,72.302
"463",565,"field_565_lum_565_1","et < 98% precip",NA,NA,NA,498.978,264.921,217.735,63.926,80.92
